ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
41402,Crn ath atlg vn bps grft,Coronary atherosclerosis of autologous vein bypass graft,334,1,7
41403,Crn ath nonatlg blg grft,Coronary atherosclerosis of nonautologous biological bypass graft,1,1,7
41404,Cor ath artry bypas grft,Coronary atherosclerosis of artery bypass graft,25,1,7
41405,Cor ath bypass graft NOS,Coronary atherosclerosis of unspecified bypass graft,8,1,7
41410,Aneurysm of heart,Aneurysm of heart (wall),35,1,7
41411,Aneurysm coronary vessel,Aneurysm of coronary vessels,11,1,7
41412,Dissection cor artery,Dissection of coronary artery,67,1,7
41419,Aneurysm of heart NEC,Other aneurysm of heart,7,1,7
41511,Iatrogen pulm emb/infarc,Iatrogenic pulmonary embolism and infarction,161,1,7
41512,Septic pulmonary embolsm,Septic pulmonary embolism,31,1,7
41513,Saddle embol pulmon art,Saddle embolus of pulmonary artery,7,1,7
41519,Pulm embol/infarct NEC,Other pulmonary embolism and infarction,675,1,7
42090,Acute pericarditis NOS,"Acute pericarditis, unspecified",110,1,7
42091,Ac idiopath pericarditis,Acute idiopathic pericarditis,50,1,7
42099,Acute pericarditis NEC,Other acute pericarditis,34,1,7
42290,Acute myocarditis NOS,"Acute myocarditis, unspecified",5,1,7
42291,Idiopathic myocarditis,Idiopathic myocarditis,10,1,7
42293,Toxic myocarditis,Toxic myocarditis,3,1,7
42490,Endocarditis NOS,"Endocarditis, valve unspecified, unspecified cause",35,1,7
42491,Endocarditis in oth dis,Endocarditis in diseases classified elsewhere,1,1,7
42511,Hyprtrophc obst cardiomy,Hypertrophic obstructive cardiomyopathy,9,1,7
42518,Oth hyprtrophic cardiomy,Other hypertrophic cardiomyopathy,4,1,7
42610,Atriovent block NOS,"Atrioventricular block, unspecified",24,1,7
42611,Atriovent block-1st degr,First degree atrioventricular block,102,1,7
42612,Atrioven block-mobitz ii,Mobitz (type) II atrioventricular block,40,1,7
42613,Av block-2nd degree NEC,Other second degree atrioventricular block,103,1,7
42650,Bundle branch block NOS,"Bundle branch block, unspecified",3,1,7
42651,Rt bbb/lft post fasc blk,Right bundle branch block and left posterior fascicular block,2,1,7
42652,Rt bbb/lft ant fasc blk,Right bundle branch block and left anterior fascicular block,30,1,7
42653,Bilat bb block NEC,Other bilateral bundle branch block,18,1,7
42682,Long QT syndrome,Long QT syndrome,34,1,7
42689,Conduction disorder NEC,Other specified conduction disorders,23,1,7
42731,Atrial fibrillation,Atrial fibrillation,9597,1,7
42732,Atrial flutter,Atrial flutter,863,1,7
42741,Ventricular fibrillation,Ventricular fibrillation,482,1,7
42742,Ventricular flutter,Ventricular flutter,3,1,7
42761,Atrial premature beats,Supraventricular premature beats,13,1,7
42769,Premature beats NEC,Other premature beats,61,1,7
42781,Sinoatrial node dysfunct,Sinoatrial node dysfunction,311,1,7
42789,Cardiac dysrhythmias NEC,Other specified cardiac dysrhythmias,1873,1,7
42820,Systolic hrt failure NOS,"Systolic heart failure, unspecified",291,1,7
42821,Ac systolic hrt failure,Acute systolic heart failure,390,1,7
42822,Chr systolic hrt failure,Chronic systolic heart failure,662,1,7
42823,Ac on chr syst hrt fail,Acute on chronic systolic heart failure,749,1,7
42830,Diastolc hrt failure NOS,"Diastolic heart failure, unspecified",481,1,7
42831,Ac diastolic hrt failure,Acute diastolic heart failure,326,1,7
42832,Chr diastolic hrt fail,Chronic diastolic heart failure,739,1,7
42833,Ac on chr diast hrt fail,Acute on chronic diastolic heart failure,732,1,7
42840,Syst/diast hrt fail NOS,"Combined systolic and diastolic heart failure, unspecified",78,1,7
42841,Ac syst/diastol hrt fail,Acute combined systolic and diastolic heart failure,54,1,7
42842,Chr syst/diastl hrt fail,Chronic combined systolic and diastolic heart failure,86,1,7
42843,Ac/chr syst/dia hrt fail,Acute on chronic combined systolic and diastolic heart failure,200,1,7
42971,Acq cardiac septl defect,Acquired cardiac septal defect,38,1,7
42979,Other sequelae of MI NEC,"Certain sequelae of myocardial infarction, not elsewhere classified, other",5,1,7
42981,Papillary muscle dis NEC,Other disorders of papillary muscle,1,1,7
42983,Takotsubo syndrome,Takotsubo syndrome,52,1,7
42989,Ill-defined hrt dis NEC,Other ill-defined heart diseases,73,1,7
43300,Ocl bslr art wo infrct,Occlusion and stenosis of basilar artery without mention of cerebral infarction,15,1,7
43301,Ocl bslr art w infrct,Occlusion and stenosis of basilar artery with cerebral infarction,34,1,7
43310,Ocl crtd art wo infrct,Occlusion and stenosis of carotid artery without mention of cerebral infarction,617,1,7
43311,Ocl crtd art w infrct,Occlusion and stenosis of carotid artery with cerebral infarction,107,1,7
43320,Ocl vrtb art wo infrct,Occlusion and stenosis of vertebral artery without mention of cerebral infarction,36,1,7
43321,Ocl vrtb art w infrct,Occlusion and stenosis of vertebral artery with cerebral infarction,21,1,7
43330,Ocl mlt bi art wo infrct,Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction,203,1,7
43331,Ocl mlt bi art w infrct,Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction,46,1,7
43380,Ocl spcf art wo infrct,Occlusion and stenosis of other specified precerebral artery without mention of cerebral infarction,7,1,7
43381,Ocl spcf art w infrct,Occlusion and stenosis of other specified precerebral artery with cerebral infarction,2,1,7
43391,Ocl art NOS w infrct,Occlusion and stenosis of unspecified precerebral artery with cerebral infarction,1,1,7
43400,Crbl thrmbs wo infrct,Cerebral thrombosis without mention of cerebral infarction,3,1,7
43401,Crbl thrmbs w infrct,Cerebral thrombosis with cerebral infarction,59,1,7
43410,Crbl emblsm wo infrct,Cerebral embolism without mention of cerebral infarction,10,1,7
43411,Crbl emblsm w infrct,Cerebral embolism with cerebral infarction,531,1,7
43490,Crbl art oc NOS wo infrc,"Cerebral artery occlusion, unspecified without mention of cerebral infarction",23,1,7
43491,Crbl art ocl NOS w infrc,"Cerebral artery occlusion, unspecified with cerebral infarction",634,1,7
43810,Late ef-spch/lng def NOS,"Late effects of cerebrovascular disease, speech and language deficit, unspecified",12,1,7
43811,Late eff CV dis-aphasia,"Late effects of cerebrovascular disease, aphasia",167,1,7
43812,Late eff CV dis-dysphsia,"Late effects of cerebrovascular disease, dysphasia",13,1,7
43813,Late eff CV-dysarthria,"Late effects of cerebrovascular disease, dysarthria",22,1,7
43814,Late eff CV-fluency dis,"Late effects of cerebrovascular disease, fluency disorder",1,1,7
43819,Late ef-spch/lang df NEC,"Late effects of cerebrovascular disease, other speech and language deficits",22,1,7
43820,Late ef-hemplga side NOS,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side",313,1,7
43821,Late ef-hemplga dom side,"Late effects of cerebrovascular disease, hemiplegia affecting dominant side",13,1,7
43822,Late ef-hemiplga non-dom,"Late effects of cerebrovascular disease, hemiplegia affecting nondominant side",18,1,7
43830,Late ef-mplga up lmb NOS,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting unspecified side",5,1,7
43831,Late ef-mplga up lmb dom,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting dominant side",1,1,7
43840,Lte ef-mplga low lmb NOS,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting unspecified side",1,1,7
43850,Lt ef oth paral side NOS,"Late effects of cerebrovascular disease, other paralytic syndrome affecting unspecified side",7,1,7
43852,Lt ef oth parals non-dom,"Late effects of cerebrovascular disease, other paralytic syndrome affecting nondominant side",2,1,7
43853,Lt ef oth parals-bilat,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral",11,1,7
43881,Late eff CV dis-apraxia,"Other late effects of cerebrovascular disease, apraxia",1,1,7
43882,Late ef CV dis dysphagia,"Other late effects of cerebrovascular disease, dysphagia",56,1,7
43883,Facial weakness,"Other late effects of cerebrovascular disease, facial weakness",55,1,7
43884,Ataxia,"Other late effects of cerebrovascular disease, ataxia",7,1,7
43885,Vertigo,"Other late effects of cerebrovascular disease, vertigo",1,1,7
43889,Late effect CV dis NEC,Other late effects of cerebrovascular disease,310,1,7
44020,Athscl extrm ntv art NOS,"Atherosclerosis of native arteries of the extremities, unspecified",295,1,7
44021,Ath ext ntv at w claudct,Atherosclerosis of native arteries of the extremities with intermittent claudication,194,1,7
44022,Ath ext ntv at w rst pn,Atherosclerosis of native arteries of the extremities with rest pain,47,1,7
44023,Ath ext ntv art ulcrtion,Atherosclerosis of native arteries of the extremities with ulceration,148,1,7
44024,Ath ext ntv art gngrene,Atherosclerosis of native arteries of the extremities with gangrene,179,1,7
44029,Athrsc extrm ntv art oth,Other atherosclerosis of native arteries of the extremities,15,1,7
44030,Athscl extrm bps gft NOS,Atherosclerosis of unspecified bypass graft of the extremities,5,1,7
44031,Ath ext autologs bps gft,Atherosclerosis of autologous vein bypass graft of the extremities,27,1,7
44032,Ath ext nonautlg bps gft,Atherosclerosis of nonautologous biological bypass graft of the extremities,2,1,7
44100,Dsct of aorta unsp site,"Dissection of aorta, unspecified site",13,1,7
44101,Dsct of thoracic aorta,"Dissection of aorta, thoracic",180,1,7
44102,Dsct of abdominal aorta,"Dissection of aorta, abdominal",55,1,7
44103,Dsct of thoracoabd aorta,"Dissection of aorta, thoracoabdominal",60,1,7
44281,Aneurysm of neck,Aneurysm of artery of neck,17,1,7
44282,Subclavian aneurysm,Aneurysm of subclavian artery,5,1,7
44283,Splenic artery aneurysm,Aneurysm of splenic artery,12,1,7
44284,Visceral aneurysm NEC,Aneurysm of other visceral artery,33,1,7
44289,Aneurysm NEC,Aneurysm of other specified artery,10,1,7
44321,Dissect carotid artery,Dissection of carotid artery,38,1,7
44322,Dissection iliac artery,Dissection of iliac artery,27,1,7
44323,Dissection renal artery,Dissection of renal artery,6,1,7
44324,Dissect vertebral artery,Dissection of vertebral artery,38,1,7
44329,Dissection artery NEC,Dissection of other artery,37,1,7
44381,Angiopathy in other dis,Peripheral angiopathy in diseases classified elsewhere,38,1,7
44382,Erythromelalgia,Erythromelalgia,1,1,7
44389,Periph vascular dis NEC,Other specified peripheral vascular diseases,10,1,7
44409,Ot art emb/thrm abd aort,Other arterial embolism and thrombosis of abdominal aorta,7,1,7
44421,Upper extremity embolism,Arterial embolism and thrombosis of upper extremity,51,1,7
44422,Lower extremity embolism,Arterial embolism and thrombosis of lower extremity,144,1,7
44481,Iliac artery embolism,Embolism and thrombosis of iliac artery,38,1,7
44489,Arterial embolism NEC,Embolism and thrombosis of other specified artery,66,1,7
44502,"Atheroembolism,lower ext",Atheroembolism of lower extremity,9,1,7
44581,"Atheroembolism, kidney",Atheroembolism of kidney,2,1,7
44589,"Atheroembolism, site NEC",Atheroembolism of other site,2,1,7
44621,Goodpasture's syndrome,Goodpasture's syndrome,2,1,7
44629,Hypersensit angiitis NEC,Other specified hypersensitivity angiitis,13,1,7
44771,Thoracic aortic ectasia,Thoracic aortic ectasia,5,1,7
44772,Abdominal aortic ectasia,Abdominal aortic ectasia,2,1,7
44773,Thoracoabd aortc ectasia,Thoracoabdominal aortic ectasia,1,1,7
45119,Deep phlebitis-leg NEC,"Phlebitis and thrombophlebitis of deep veins of lower extremities, other",12,1,7
45181,Iliac thrombophlebitis,Phlebitis and thrombophlebitis of iliac vein,1,1,7
45182,Phlbts sprfc vn up extrm,Phlebitis and thrombophlebitis of superficial veins of upper extremities,163,1,7
45183,Phlbts deep vn up extrm,Phlebitis and thrombophlebitis of deep veins of upper extremities,6,1,7
45184,Phlbts vn NOS up extrm,"Phlebitis and thrombophlebitis of upper extremities, unspecified",98,1,7
45189,Thrombophlebitis NEC,Phlebitis and thrombophlebitis of other sites,26,1,7
45340,Ac DVT/embl low ext NOS,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,65,1,7
45341,Ac DVT/emb prox low ext,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,247,1,7
45342,Ac DVT/emb distl low ext,Acute venous embolism and thrombosis of deep vessels of distal lower extremity,109,1,7
45350,Ch DVT/embl low ext NOS,Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity,3,1,7
45351,Ch DVT/embl prox low ext,Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity,18,1,7
45352,Ch DVT/embl dstl low ext,Chronic venous embolism and thrombosis of deep vessels of distal lower extremity,5,1,7
45371,Ch emblsm suprfcl up ext,Chronic venous embolism and thrombosis of superficial veins of upper extremity,3,1,7
45372,Ch DVT/embl up ext,Chronic venous embolism and thrombosis of deep veins of upper extremity,2,1,7
45375,Ch emblsm subclav veins,Chronic venous embolism and thrombosis of subclavian veins,3,1,7
45376,Ch embl internl jug vein,Chronic venous embolism and thrombosis of internal jugular veins,3,1,7
45377,Ch embl thorac vein NEC,Chronic venous embolism and thrombosis of other thoracic veins,5,1,7
45379,Ch emblsm veins NEC,Chronic venous embolism and thrombosis of other specified veins,2,1,7
45381,Ac embl suprfcl up ext,Acute venous embolism and thrombosis of superficial veins of upper extremity,95,1,7
45382,Ac DVT/embl up ext,Acute venous embolism and thrombosis of deep veins of upper extremity,54,1,7
45383,Ac emblsm up ext NOS,"Acute venous embolism and thrombosis of upper extremity, unspecified",13,1,7
45384,Ac emblsm axillary veins,Acute venous embolism and thrombosis of axillary veins,20,1,7
45385,Ac embl subclav veins,Acute venous embolism and thrombosis of subclavian veins,23,1,7
45386,Ac embl internl jug vein,Acute venous embolism and thrombosis of internal jugular veins,30,1,7
45387,Ac embl thorac vein NEC,Acute venous embolism and thrombosis of other thoracic veins,5,1,7
45389,Ac embolism veins NEC,Acute venous embolism and thrombosis of other specified veins,7,1,7
45620,Bleed esoph var oth dis,"Esophageal varices in diseases classified elsewhere, with bleeding",246,1,7
45621,Esoph varice oth dis NOS,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",262,1,7
45821,Hemododialysis hypotensn,Hypotension of hemodialysis,57,1,7
45829,Iatrogenc hypotnsion NEC,Other iatrogenic hypotension,1656,1,7
45981,Venous insufficiency NOS,"Venous (peripheral) insufficiency, unspecified",358,1,7
45989,Circulatory disease NEC,Other specified disorders of circulatory system,19,1,7
46400,Ac laryngitis w/o obst,Acute laryngitis without mention of obstruction,6,1,8
46410,Ac tracheitis no obstruc,Acute tracheitis without mention of obstruction,3,1,8
46411,Ac tracheitis w obstruct,Acute tracheitis with obstruction,2,1,8
46430,Ac epiglottitis no obstr,Acute epiglottitis without mention of obstruction,13,1,8
46431,Ac epiglottitis w obstr,Acute epiglottitis with obstruction,5,1,8
46450,Supraglottis w/o obs NOS,"Supraglottitis unspecified, without obstruction",11,1,8
46451,Supraglottis w obstr NOS,"Supraglottitis unspecified, with obstruction",5,1,8
46611,Acu broncholitis d/t RSV,Acute bronchiolitis due to respiratory syncytial virus (RSV),5,1,8
46619,Acu brnchlts d/t oth org,Acute bronchiolitis due to other infectious organisms,8,1,8
47400,Chronic tonsillitis,Chronic tonsillitis,1,1,8
47411,Hypertrophy tonsils,Hypertrophy of tonsils alone,3,1,8
47819,Nasal & sinus dis NEC,Other disease of nasal cavity and sinuses,11,1,8
47820,Disease of pharynx NOS,Unspecified disease of pharynx,2,1,8
47821,Cellulitis of pharynx,Cellulitis of pharynx or nasopharynx,3,1,8
47822,Parapharyngeal abscess,Parapharyngeal abscess,9,1,8
47824,Retropharyngeal abscess,Retropharyngeal abscess,17,1,8
47825,Edema pharynx/nasopharyx,Edema of pharynx or nasopharynx,13,1,8
47829,Disease of pharynx NEC,"Other diseases of pharynx, not elsewhere classified",41,1,8
47830,Vocal cord paralysis NOS,"Paralysis of vocal cords or larynx, unspecified",26,1,8
47831,Vocal paral unilat part,"Unilateral paralysis of vocal cords or larynx, partial",52,1,8
47832,Vocal paral unilat total,"Unilateral paralysis of vocal cords or larynx, complete",16,1,8
47833,Vocal paral bilat part,"Bilateral paralysis of vocal cords or larynx, partial",11,1,8
47834,Vocal paral bilat total,"Bilateral paralysis of vocal cords or larynx, complete",3,1,8
47870,Disease of larynx NOS,Unspecified disease of larynx,2,1,8
47871,Laryngeal cellulitis,Cellulitis and perichondritis of larynx,1,1,8
47874,Stenosis of larynx,Stenosis of larynx,41,1,8
47875,Laryngeal spasm,Laryngeal spasm,17,1,8
47879,Disease of larynx NEC,"Other diseases of larynx, not elsewhere classified",5,1,8
48230,Streptococcal pneumn NOS,"Pneumonia due to Streptococcus, unspecified",18,1,8
48231,Pneumonia strptococcus a,"Pneumonia due to Streptococcus, group A",5,1,8
48232,Pneumonia strptococcus b,"Pneumonia due to Streptococcus, group B",6,1,8
48239,Pneumonia oth strep,Pneumonia due to other Streptococcus,15,1,8
48240,Staphylococcal pneu NOS,"Pneumonia due to Staphylococcus, unspecified",15,1,8
48241,Meth sus pneum d/t Staph,Methicillin susceptible pneumonia due to Staphylococcus aureus,549,1,8
48242,Meth res pneu d/t Staph,Methicillin resistant pneumonia due to Staphylococcus aureus,113,1,8
48249,Staph pneumonia NEC,Other Staphylococcus pneumonia,20,1,8
48281,Pneumonia anaerobes,Pneumonia due to anaerobes,6,1,8
48282,Pneumonia e coli,Pneumonia due to escherichia coli [E. coli],68,1,8
48283,Pneumo oth grm-neg bact,Pneumonia due to other gram-negative bacteria,174,1,8
48284,Legionnaires' disease,Pneumonia due to Legionnaires' disease,25,1,8
48289,Pneumonia oth spcf bact,Pneumonia due to other specified bacteria,8,1,8
48801,Flu dt iden avian w pneu,Influenza due to identified avian influenza virus with pneumonia,2,1,8
49120,Obst chr bronc w/o exac,Obstructive chronic bronchitis without exacerbation,37,1,8
49121,Obs chr bronc w(ac) exac,Obstructive chronic bronchitis with (acute) exacerbation,743,1,8
49122,Obs chr bronc w ac bronc,Obstructive chronic bronchitis with acute bronchitis,26,1,8
49300,Extrinsic asthma NOS,"Extrinsic asthma, unspecified",28,1,8
49301,Ext asthma w status asth,Extrinsic asthma with status asthmaticus,1,1,8
49302,Ext asthma w(acute) exac,Extrinsic asthma with (acute) exacerbation,4,1,8
49320,Chronic obst asthma NOS,"Chronic obstructive asthma, unspecified",516,1,8
49321,Ch ob asthma w stat asth,Chronic obstructive asthma with status asthmaticus,5,1,8
49322,Ch obst asth w (ac) exac,Chronic obstructive asthma with (acute) exacerbation,165,1,8
49381,Exercse ind bronchospasm,Exercise induced bronchospasm,7,1,8
49382,Cough variant asthma,Cough variant asthma,2,1,8
49390,Asthma NOS,"Asthma, unspecified type, unspecified",1612,1,8
49391,Asthma w status asthmat,"Asthma, unspecified type, with status asthmaticus",26,1,8
49392,Asthma NOS w (ac) exac,"Asthma, unspecified type, with (acute) exacerbation",140,1,8
51181,Malignant pleural effusn,Malignant pleural effusion,107,1,8
51189,Effusion NEC exc tb,"Other specified forms of effusion, except tuberculous",122,1,8
51283,Chronic pneumothorax,Chronic pneumothorax,1,1,8
51284,Other air leak,Other air leak,2,1,8
51289,Other pneumothorax,Other pneumothorax,12,1,8
51631,Idiopath pulmon fibrosis,Idiopathic pulmonary fibrosis,8,1,8
51633,Acute interstitial pneum,Acute interstitial pneumonitis,1,1,8
51634,Resp brncio interst lung,Respiratory bronchiolitis interstitial lung disease,1,1,8
51636,Cryptogenic organiz pneu,Cryptogenic organizing pneumonia,2,1,8
51851,Ac resp flr fol trma/srg,Acute respiratory failure following trauma and surgery,143,1,8
51852,Ot pul insuf fol trm/srg,"Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery",65,1,8
51853,Ac/chr rsp flr fol tr/sg,Acute and chronic respiratory failure following trauma and surgery,4,1,8
51881,Acute respiratry failure,Acute respiratory failure,5545,1,8
51882,Other pulmonary insuff,"Other pulmonary insufficiency, not elsewhere classified",551,1,8
51883,Chronic respiratory fail,Chronic respiratory failure,148,1,8
51884,Acute & chronc resp fail,Acute and chronic respiratory failure,427,1,8
51889,Other lung disease NEC,"Other diseases of lung, not elsewhere classified",489,1,8
51900,Tracheostomy comp NOS,"Tracheostomy complication, unspecified",1,1,8
51901,Tracheostomy infection,Infection of tracheostomy,15,1,8
51902,Tracheostomy - mech comp,Mechanical complication of tracheostomy,85,1,8
51909,Tracheostomy comp NEC,Other tracheostomy complications,64,1,8
51911,Acute bronchospasm,Acute bronchospasm,15,1,8
51919,Trachea & bronch dis NEC,Other diseases of trachea and bronchus,326,1,8
52100,Dental caries NOS,"Dental caries, unspecified",77,1,9
52108,Dental caries-root surf,Dental caries of root surface,1,1,9
52109,Dental caries NEC,Other dental caries,17,1,9
52181,Cracked tooth,Cracked tooth,5,1,9
52310,"Chronc gingititis,plaque","Chronic gingivitis, plaque induced",3,1,9
52330,Aggres periodontitis NOS,"Aggressive periodontitis, unspecified",2,1,9
52331,"Aggres periodontitis,loc","Aggressive periodontitis, localized",1,1,9
52333,Acute periodontitis,Acute periodontitis,2,1,9
52340,Chronc periodontitis NOS,"Chronic periodontitis, unspecified",10,1,9
52342,"Chron periodontitis,gen","Chronic periodontitis, generalized",2,1,9
52460,TMJ disorders NOS,"Temporomandibular joint disorders, unspecified",8,1,9
52469,Other specf TMJ disordrs,Other specified temporomandibular joint disorders,3,1,9
52489,Dentofacial anomaly NEC,Other specified dentofacial anomalies,1,1,9
52510,Acq absence of teeth NOS,"Acquired absence of teeth, unspecified",8,1,9
52511,Loss of teeth d/t trauma,Loss of teeth due to trauma,2,1,9
52512,Loss teeth d/t peri dis,Loss of teeth due to periodontal disease,1,1,9
52540,Complete edentulism NOS,"Complete edentulism, unspecified",1,1,9
52550,Partial edentulism NOS,"Partial edentulism, unspecified",4,1,9
52563,Fx dental mat w/o loss,Fractured dental restorative material without loss of material,1,1,9
52579,Endos dentl imp fail NEC,Other endosseous dental implant failure,1,1,9
52689,Jaw disease NEC,Other specified diseases of the jaws,6,1,9
52800,Stomatitis/mucositis NOS,"Stomatitis and mucositis, unspecified",22,1,9
52801,Mucosits d/t antineo rx,Mucositis (ulcerative) due to antineoplastic therapy,41,1,9
52809,Stomatits & mucosits NEC,Other stomatitis and mucositis (ulcerative),18,1,9
53010,"Esophagitis, unspecified","Esophagitis, unspecified",144,1,9
53011,Reflux esophagitis,Reflux esophagitis,24,1,9
53012,Acute esophagitis,Acute esophagitis,23,1,9
53013,Eosinophilic esophagitis,Eosinophilic esophagitis,7,1,9
53019,Other esophagitis,Other esophagitis,145,1,9
53020,Ulc esophagus w/o bleed,Ulcer of esophagus without bleeding,42,1,9
53021,Ulcer esophagus w bleed,Ulcer of esophagus with bleeding,46,1,9
53081,Esophageal reflux,Esophageal reflux,4612,1,9
53082,Esophageal hemorrhage,Esophageal hemorrhage,60,1,9
53084,Tracheoesophageal fstula,Tracheoesophageal fistula,15,1,9
53085,Barrett's esophagus,Barrett's esophagus,238,1,9
53087,Mech comp esophagostomy,Mechanical complication of esophagostomy,3,1,9
53089,Other dsrders esophagus,Other specified disorders of esophagus,29,1,9
53100,Ac stomach ulcer w hem,"Acute gastric ulcer with hemorrhage, without mention of obstruction",45,1,9
53101,Ac stomac ulc w hem-obst,"Acute gastric ulcer with hemorrhage, with obstruction",1,1,9
53110,Ac stomach ulcer w perf,"Acute gastric ulcer with perforation, without mention of obstruction",9,1,9
53130,Acute stomach ulcer NOS,"Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",2,1,9
53140,Chr stomach ulc w hem,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction",213,1,9
53141,Chr stom ulc w hem-obstr,"Chronic or unspecified gastric ulcer with hemorrhage, with obstruction",3,1,9
53150,Chr stomach ulcer w perf,"Chronic or unspecified gastric ulcer with perforation, without mention of obstruction",11,1,9
53160,Chr stomach ulc hem/perf,"Chronic or unspecified gastric ulcer with hemorrhage and perforation, without mention of obstruction",2,1,9
53170,Chr stomach ulcer NOS,"Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",12,1,9
53190,Stomach ulcer NOS,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",112,1,9
53191,Stomach ulcer NOS-obstr,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction",2,1,9
53200,Ac duodenal ulcer w hem,"Acute duodenal ulcer with hemorrhage, without mention of obstruction",52,1,9
53201,Ac duoden ulc w hem-obst,"Acute duodenal ulcer with hemorrhage, with obstruction",1,1,9
53210,Ac duodenal ulcer w perf,"Acute duodenal ulcer with perforation, without mention of obstruction",9,1,9
53211,Ac duoden ulc perf-obstr,"Acute duodenal ulcer with perforation, with obstruction",1,1,9
53220,Ac duoden ulc w hem/perf,"Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction",7,1,9
53230,Acute duodenal ulcer NOS,"Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",3,1,9
53240,Chr duoden ulcer w hem,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction",208,1,9
53241,Chr duoden ulc hem-obstr,"Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction",5,1,9
53250,Chr duoden ulcer w perf,"Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction",17,1,9
53251,Chr duoden ulc perf-obst,"Chronic or unspecified duodenal ulcer with perforation, with obstruction",1,1,9
53260,Chr duoden ulc hem/perf,"Chronic or unspecified duodenal ulcer with hemorrhage and perforation, without mention of obstruction",9,1,9
53270,Chr duodenal ulcer NOS,"Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",12,1,9
53290,Duodenal ulcer NOS,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",72,1,9
53291,Duodenal ulcer NOS-obstr,"Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction",1,1,9
53300,Ac peptic ulcer w hemorr,"Acute peptic ulcer of unspecified site with hemorrhage, without mention of obstruction",1,1,9
53311,Ac peptic ulc w perf-obs,"Acute peptic ulcer of unspecified site with perforation, with obstruction",1,1,9
53340,Chr peptic ulcer w hem,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, without mention of obstruction",6,1,9
53341,Chr peptic ulc w hem-obs,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, with obstruction",1,1,9
53370,Chronic peptic ulcer NOS,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction",7,1,9
53390,Peptic ulcer NOS,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",107,1,9
53400,Ac marginal ulcer w hem,"Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction",4,1,9
53401,Ac margin ulc w hem-obst,"Acute gastrojejunal ulcer, with hemorrhage, with obstruction",1,1,9
53410,Ac marginal ulcer w perf,"Acute gastrojejunal ulcer with perforation, without mention of obstruction",2,1,9
53430,Ac marginal ulcer NOS,"Acute gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction",1,1,9
53440,Chr marginal ulcer w hem,"Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction",28,1,9
53441,Chr margin ulc w hem-obs,"Chronic or unspecified gastrojejunal ulcer, with hemorrhage, with obstruction",1,1,9
53450,Chr marginal ulc w perf,"Chronic or unspecified gastrojejunal ulcer with perforation, without mention of obstruction",4,1,9
53490,Gastrojejunal ulcer NOS,"Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",16,1,9
53500,Acute gastrtis w/o hmrhg,"Acute gastritis, without mention of hemorrhage",1,1,9
53501,Acute gastritis w hmrhg,"Acute gastritis, with hemorrhage",24,1,9
53510,Atrph gastrtis w/o hmrhg,"Atrophic gastritis, without mention of hemorrhage",30,1,9
53511,Atrph gastritis w hmrhg,"Atrophic gastritis, with hemorrhage",4,1,9
53521,Gstr mcsl hyprt w hmrg,"Gastric mucosal hypertrophy, with hemorrhage",1,1,9
53530,Alchl gastrtis w/o hmrhg,"Alcoholic gastritis, without mention of hemorrhage",14,1,9
