ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
7799,Total ostectomy NEC,"Total ostectomy, other bones",11,1,7799
4224,Closed bx of esophagus,Closed [endoscopic] biopsy of esophagus,11,1,4224
3143,Closed biopsy larynx,Closed [endoscopic] biopsy of larynx,11,1,3143
3481,Excise diaphragm lesion,Excision of lesion or tissue of diaphragm,11,1,3481
8153,Revise hip replacemt NOS,"Revision of hip replacement, not otherwise specified",11,1,8153
6909,D & C NEC,Other dilation and curettage,11,1,6909
8421,Thumb reattachment,Thumb reattachment,10,1,8421
6029,Oth transureth prostatec,Other transurethral prostatectomy,10,1,6029
765,Tot exc pituit-transphen,"Total excision of pituitary gland, transsphenoidal approach",10,1,765
3999,Vessel operation NEC,Other operations on vessels,10,1,3999
310,Injection of larynx,Injection of larynx,10,1,310
8147,Other repair of knee,Other repair of knee,10,1,8147
8877,Dx ultrasound-vascular,Diagnostic ultrasound of peripheral vascular system,10,1,8877
3766,Implantable hrt assist,Insertion of implantable heart assist system,10,1,3766
765,Temporomand arthroplasty,Temporomandibular arthroplasty,10,1,765
9353,Other cast application,Application of other cast,10,1,9353
8005,Arth/pros rem wo rep-hip,"Arthrotomy for removal of prosthesis without replacement, hip",10,1,8005
407,Periph nerv excision NEC,Other excision or avulsion of cranial and peripheral nerves,10,1,407
611,Closed thyroid gland bx,Closed [percutaneous] [needle] biopsy of thyroid gland,10,1,611
8385,Musc/tend lng change NEC,Other change in muscle or tendon length,10,1,8385
4643,Lg bowel stoma revis NEC,Other revision of stoma of large intestine,10,1,4643
713,Transfront pituitary bx,"Biopsy of pituitary gland, transfrontal approach",10,1,713
3459,Other pleural excision,Other excision of pleura,10,1,3459
5718,Other suprapu cystostomy,Other suprapubic cystostomy,10,1,5718
713,Local vulvar excis NEC,Other local excision or destruction of vulva and perineum,10,1,713
9701,Replace gast/esoph tube,Replacement of (naso-)gastric or esophagostomy tube,10,1,9701
7903,Cl fx reduc-metacar/car,"Closed reduction of fracture without internal fixation, carpals and metacarpals",10,1,7903
5372,Opn abd diaphrm hern NEC,"Other and open repair of diaphragmatic hernia, abdominal approach",10,1,5372
321,Percutaneous chordotomy,Percutaneous chordotomy,10,1,321
6952,Aspirat curet-post deliv,Aspiration curettage following delivery or abortion,10,1,6952
449,Per nerve adhesiolys NEC,Other peripheral nerve or ganglion decompression or lysis of adhesions,10,1,449
500,Hepatotomy,Hepatotomy,10,1,500
8388,Other plastic ops tendon,Other plastic operations on tendon,10,1,8388
526,Total pancreatectomy,Total pancreatectomy,10,1,526
3924,Aorta-renal bypass,Aorta-renal bypass,10,1,3924
321,Other bronchial excision,Other excision of bronchus,10,1,321
7770,Excise bone for grft NOS,"Excision of bone for graft, unspecified site",10,1,7770
4023,Excise axillary node,Excision of axillary lymph node,10,1,4023
8866,Contrast phlebogram-leg,Phlebography of femoral and other lower extremity veins using contrast material,10,1,8866
8814,Retroperiton fistulogram,Retroperitoneal fistulogram,10,1,8814
8672,Pedicle graft advancemen,Advancement of pedicle graft,10,1,8672
4103,Allogrft bone marrow NOS,Allogeneic bone marrow transplant without purging,9,1,4103
7963,Debrid opn fx-metac/car,"Debridement of open fracture site, carpals and metacarpals",9,1,7963
602,Reopen thyroid field wnd,Reopening of wound of thyroid field,9,1,602
3711,Cardiotomy,Cardiotomy,9,1,3711
479,Other neuroplasty,Other neuroplasty,9,1,479
8667,Dermal regener graft,Dermal regenerative graft,9,1,8667
8081,Destruc-shoulder les NEC,"Other local excision or destruction of lesion of joint, shoulder",9,1,8081
3805,Thoracic vessel inc NEC,"Incision of vessel, other thoracic vessels",9,1,3805
4422,Endoscop dilate pylorus,Endoscopic dilation of pylorus,9,1,4422
52,Imp/rep lead lf ven sys,Implantation or replacement of transvenous lead [electrode] into left ventricular coronary venous system,9,1,52
5121,Oth part cholecystectomy,Other partial cholecystectomy,9,1,5121
7631,Partial mandibulectomy,Partial mandibulectomy,9,1,7631
5143,Choledochohepat intubat,Insertion of choledochohepatic tube for decompression,9,1,5143
7807,Bone graft-tibia/fibula,"Bone graft, tibia and fibula",9,1,7807
3802,Head/neck ves incis NEC,"Incision of vessel, other vessels of head and neck",9,1,3802
5014,Laparoscopic liver bx,Laparoscopic liver biopsy,9,1,5014
8085,Destruct-hip lesion NEC,"Other local excision or destruction of lesion of joint, hip",9,1,8085
5069,Liver repair NEC,Other repair of liver,9,1,5069
8245,Suture hand tendon NEC,Other suture of other tendon of hand,9,1,8245
94,Intra-op neurophys montr,Intra-operative neurophysiologic monitoring,9,1,94
8236,Other myectomy of hand,Other myectomy of hand,9,1,8236
3941,Postop vasc op hem contr,Control of hemorrhage following vascular surgery,9,1,3941
395,Spinal patch,Spinal blood patch,9,1,395
404,Periph nerve incis NEC,Other incision of cranial and peripheral nerves,9,1,404
7639,Part facial ostectom NEC,Partial ostectomy of other facial bone,9,1,7639
5209,Pancreatotomy NEC,Other pancreatotomy,9,1,5209
4064,Ligate thoracic duct,Ligation of thoracic duct,9,1,4064
8457,Removal of cement spacer,Removal of (cement) spacer,9,1,8457
3144,Closed biopsy trachea,Closed [endoscopic] biopsy of trachea,9,1,3144
3809,Lower limb vein incision,"Incision of vessel, lower limb veins",9,1,3809
9803,Remov intralum gastr FB,Removal of intraluminal foreign body from stomach and small intestine without incision,9,1,9803
8865,Abd contr phlebogram NEC,Phlebography of other Intra-Abdominal veins using contrast material,9,1,8865
65,Perc ins intracran stent,Percutaneous insertion of intracranial vascular stent(s),9,1,65
3804,Incision of aorta,"Incision of vessel, aorta",9,1,3804
3943,Remov ren dialysis shunt,Removal of arteriovenous shunt for renal dialysis,9,1,3943
3241,Thorac lobectomy lung,Thoracoscopic lobectomy of lung,9,1,3241
4104,Auto hem stem ct w/o pur,Autologous hematopoietic stem cell transplant without purging,9,1,4104
5296,Pancreatic anastomosis,Anastomosis of pancreas,9,1,5296
8542,Bilat simple mastectomy,Bilateral simple mastectomy,8,1,8542
5111,Endosc retro cholangio,Endoscopic retrograde cholangiography [ERC],8,1,5111
132,Lobotomy & tractotomy,Lobotomy and tractotomy,8,1,132
852,Blepharorrhaphy,Blepharorrhaphy,8,1,852
291,Lysis cortical adhesion,Lysis of cortical adhesions,8,1,291
132,Linear extracap lens ext,Extracapsular extraction of lens by linear extraction technique,8,1,132
7974,Cl reduc disloc-hand/fng,Closed reduction of dislocation of hand and finger,8,1,7974
7912,Cl red-int fix rad/ulna,"Closed reduction of fracture with internal fixation, radius and ulna",8,1,7912
293,Imp/repl brain stim lead,Implantation or replacement of intracranial neurostimulator lead(s),8,1,293
9963,Closed chest card massag,Closed chest cardiac massage,8,1,9963
2211,Closed nasal sinus bx,Closed [endoscopic] [needle] biopsy of nasal sinus,8,1,2211
7914,Close red-int fix finger,"Closed reduction of fracture with internal fixation, phalanges of hand",8,1,7914
2756,Skin graft to mouth NEC,Other skin graft to lip and mouth,8,1,2756
3239,Oth seg lung resect NOS,Other and unspecified segmental resection of lung,8,1,3239
3953,Arterioven fistula rep,Repair of arteriovenous fistula,8,1,3953
8761,Barium swallow,Barium swallow,8,1,8761
5631,Ureteroscopy,Ureteroscopy,8,1,5631
2632,Complete sialoadenectomy,Complete sialoadenectomy,8,1,2632
7077,Vaginal suspens & fixat,Vaginal suspension and fixation,8,1,7077
9911,Inject rh immune globul,Injection of Rh immune globulin,8,1,9911
8861,Contr phlebogram-hd/neck,Phlebography of veins of head and neck using contrast material,8,1,8861
5464,Peritoneal suture,Suture of peritoneum,8,1,5464
7868,Remove imp dev-metat/tar,"Removal of implanted devices from bone, tarsals and metatarsals",8,1,7868
5994,Replace cystostomy tube,Replacement of cystostomy tube,8,1,5994
3822,Percutaneous angioscopy,Percutaneous angioscopy,8,1,3822
7747,Tibia & fibula biopsy,"Biopsy of bone, tibia and fibula",8,1,7747
740,Classical c-section,Classical cesarean section,8,1,740
7643,Mandibular reconst NEC,Other reconstruction of mandible,8,1,7643
3797,Repl cardiodefib leads,Replacement of automatic cardioverter/defibrillator lead(s) only,8,1,3797
1755,Translum cor atherectomy,Transluminal coronary atherectomy,8,1,1755
8422,Finger reattachment,Finger reattachment,8,1,8422
4463,Close gastric fistul NEC,Closure of other gastric fistula,8,1,4463
3393,Puncture of lung,Puncture of lung,8,1,3393
5259,Partial pancreatect NEC,Other partial pancreatectomy,8,1,5259
7972,Cl reduc disloc-elbow,Closed reduction of dislocation of elbow,8,1,7972
5524,Open renal biopsy,Open biopsy of kidney,8,1,5524
9952,Influenza vaccination,Prophylactic vaccination against influenza,7,1,9952
8363,Rotator cuff repair,Rotator cuff repair,7,1,8363
7569,Repair ob laceration NEC,Repair of other current obstetric laceration,7,1,7569
4901,Incis perianal abscess,Incision of perianal abscess,7,1,4901
9999,Miscellaneous proc NEC,Other miscellaneous procedures,7,1,9999
4021,Excis deep cervical node,Excision of deep cervical lymph node,7,1,4021
7851,Int fixation-chest cage,"Internal fixation of bone without fracture reduction, scapula, clavicle, and thorax [ribs and sternum]",7,1,7851
3863,Arm vessel excision,"Other excision of vessels, upper limb vessels",7,1,3863
7847,Oth tib/fib repair/plast,"Other repair or plastic operations on bone, tibia and fibula",7,1,7847
6816,Closed uterine biopsy,Closed biopsy of uterus,7,1,6816
7809,Bone graft NEC,"Bone graft, other bones",7,1,7809
4534,Destr sm bowel les NEC,"Other destruction of lesion of small intestine, except duodenum",7,1,4534
5132,Gb-to-intestine anastom,Anastomosis of gallbladder to intestine,7,1,5132
3899,Venous puncture NEC,Other puncture of vein,7,1,3899
8879,Dx ultrasound NEC,Other diagnostic ultrasound,7,1,8879
623,Unilateral orchiectomy,Unilateral orchiectomy,7,1,623
5792,Bladder neck dilation,Dilation of bladder neck,7,1,5792
430,Gastrotomy,Gastrotomy,7,1,430
84,Rev knee repl-tibia lin,"Revision of total knee replacement, tibial insert (liner)",7,1,84
7777,Excise tib/fib for graft,"Excision of bone for graft, tibia and fibula",7,1,7777
5671,Urin diversion to bowel,Urinary diversion to intestine,7,1,5671
3339,Surg collaps of lung NEC,Other surgical collapse of lung,7,1,3339
8838,Other C.A.T. scan,Other computerized axial tomography,7,1,8838
3821,Blood vessel biopsy,Biopsy of blood vessel,7,1,3821
2121,Rhinoscopy,Rhinoscopy,7,1,2121
3848,Leg artery resec w repla,"Resection of vessel with replacement, lower limb arteries",7,1,3848
3193,Replace trac/laryn stent,Replacement of laryngeal or tracheal stent,7,1,3193
9789,Remov therapeut dev NEC,Removal of other therapeutic device,7,1,9789
5783,Enterovesico fist repair,Repair of fistula involving bladder and intestine,7,1,5783
7849,Oth bone repa/plast NEC,"Other repair or plastic operations on bone, other bones",7,1,7849
8662,Hand skin graft NEC,Other skin graft to hand,7,1,8662
6951,Aspirat curet-preg termi,Aspiration curettage of uterus for termination of pregnancy,7,1,6951
126,Ins cath cranial cav/tis,Insertion of catheter(s) into cranial cavity or tissue,7,1,126
3009,Destruct larynx les NEC,Other excision or destruction of lesion or tissue of larynx,7,1,3009
6539,Oth unilat oophorectomy,Other unilateral oophorectomy,7,1,6539
4462,Gastrostomy closure,Closure of gastrostomy,7,1,4462
7976,Cl reduc disloc-knee,Closed reduction of dislocation of knee,7,1,7976
3834,Aorta resection & anast,"Resection of vessel with anastomosis, aorta",7,1,3834
32,CAS w MR/MRA,Computer assisted surgery with MR/MRA,7,1,32
8137,Refus lmb/lmbsac pst/pst,"Refusion of lumbar and lumbosacral spine, posterior column, posterior technique",7,1,8137
4939,Other destruc anus les,Other local excision or destruction of lesion or tissue of anus,7,1,4939
4701,Lap appendectomy,Laparoscopic appendectomy,7,1,4701
441,Decompress trigem root,Decompression of trigeminal nerve root,7,1,441
5499,Abdomen region ops NEC,Other operations of abdominal region,7,1,5499
7916,Cl red-int fix tib/fibu,"Closed reduction of fracture with internal fixation, tibia and fibula",7,1,7916
5300,Unilat ing hern rep NOS,"Unilateral repair of inguinal hernia, not otherwise specified",7,1,5300
3473,Clos thoracic fistul NEC,Closure of other fistula of thorax,6,1,3473
304,Radical laryngectomy,Radical laryngectomy,6,1,304
4511,Transab sm bowel endosc,Transabdominal endoscopy of small intestine,6,1,4511
4945,Hemorrhoid ligation,Ligation of hemorrhoids,6,1,4945
295,Remove skull tongs,Removal of skull tongs or halo traction device,6,1,295
5553,Rejected kidney nephrect,Removal of transplanted or rejected kidney,6,1,5553
122,Removal brain stim lead,Removal of intracranial neurostimulator lead(s),6,1,122
576,Partial cystectomy,Partial cystectomy,6,1,576
715,Pituitary biopsy NOS,"Biopsy of pituitary gland, unspecified approach",6,1,715
4541,Excise lg intestine les,Excision of lesion or tissue of large intestine,6,1,4541
9425,Psychiat drug therap NEC,Other psychiatric drug therapy,6,1,9425
69,Intravs msmt ves NEC/NOS,"Intravascular pressure measurement, other specified and unspecified vessels",6,1,69
3867,Abdominal vein excision,"Other excision of vessels, abdominal veins",6,1,3867
7917,Cl red-int fix metat/tar,"Closed reduction of fracture with internal fixation, tarsals and metatarsals",6,1,7917
5183,Pancreat sphincteroplas,Pancreatic sphincteroplasty,6,1,5183
4686,Endo insrt colonic stent,Endoscopic insertion of colonic stent(s),6,1,4686
715,Radical vulvectomy,Radical vulvectomy,6,1,715
292,Exc branchial cleft cyst,Excision of branchial cleft cyst or vestige,6,1,292
8313,Other tenotomy,Other tenotomy,6,1,8313
8087,Destruc-ankle lesion NEC,"Other local excision or destruction of lesion of joint, ankle",6,1,8087
411,Clos periph nerve biopsy,Closed [percutaneous] [needle] biopsy of cranial or peripheral nerve or ganglion,6,1,411
411,Puncture of spleen,Puncture of spleen,6,1,411
7863,Remov imp dev-radius/uln,"Removal of implanted devices from bone, radius and ulna",6,1,7863
1742,Lap robotic assist proc,Laparoscopic robotic assisted procedure,6,1,1742
8418,Disarticulation of hip,Disarticulation of hip,6,1,8418
7534,Other fetal monitoring,Other fetal monitoring,6,1,7534
4522,Endosc lg bowel thru st,Endoscopy of large intestine through artificial stoma,6,1,4522
3562,Graft repair ventric def,Repair of ventricular septal defect with tissue graft,6,1,3562
1736,Lap sigmoidectomy,Laparoscopic sigmoidectomy,6,1,1736
252,Partial glossectomy,Partial glossectomy,6,1,252
734,Medical induction labor,Medical induction of labor,6,1,734
292,Brain repair,Repair of brain,6,1,292
3798,Repl cardiodefib genratr,Replacement of automatic cardioverter/defibrillator pulse generator only,6,1,3798
9657,Vascular cath irrigation,Irrigation of vascular catheter,6,1,9657
5502,Nephrostomy,Nephrostomy,6,1,5502
5501,Nephrotomy,Nephrotomy,6,1,5501
3141,Tracheoscopy thru stoma,Tracheoscopy through artificial stoma,6,1,3141
72,Rev hip repl-fem comp,"Revision of hip replacement, femoral component",6,1,72
7050,Cystocel/rectocel repair,Repair of cystocele and rectocele,6,1,7050
7673,Cl reduct maxillary fx,Closed reduction of maxillary fracture,6,1,7673
7731,Chest cage bone div NEC,"Other division of bone, scapula, clavicle, and thorax [ribs and sternum]",6,1,7731
3966,Per cardiopulmon bypass,Percutaneous cardiopulmonary bypass,6,1,3966
835,Ptos rep-tarsal techniq,Repair of blepharoptosis by tarsal technique,6,1,835
7812,Applic ext fix-humerus,"Application of external fixator device, humerus",6,1,7812
5212,Open pancreatic biopsy,Open biopsy of pancreas,6,1,5212
7805,Bone graft to femur,"Bone graft, femur",6,1,7805
4287,Esophageal graft NEC,Other graft of esophagus,6,1,4287
4533,Local excis sm bowel NEC,"Local excision of lesion or tissue of small intestine, except duodenum",6,1,4533
9761,Remov pyelos/nephros tub,Removal of pyelostomy and nephrostomy tube,6,1,9761
695,Parathyroid reimplant,Parathyroid tissue reimplantation,6,1,695
3471,Suture chest wall lacer,Suture of laceration of chest wall,6,1,3471
282,Tonsillectomy,Tonsillectomy without adenoidectomy,6,1,282
3883,Occlude arm vessel NEC,"Other surgical occlusion of vessels, upper limb vessels",6,1,3883
7803,Bone graft-radius/ulna,"Bone graft, radius and ulna",6,1,7803
8181,Partial shoulder replace,Partial shoulder replacement,6,1,8181
7904,Cl fx reduc-finger,"Closed reduction of fracture without internal fixation, phalanges of hand",6,1,7904
7913,Cl red-int fix metac/car,"Closed reduction of fracture with internal fixation, carpals and metacarpals",6,1,7913
4571,Opn mul seg lg intes NEC,Open and other multiple segmental resection of large intestine,6,1,4571
2264,Sphenoidectomy,Sphenoidectomy,6,1,2264
8349,Other soft tissue excis,Other excision of soft tissue,6,1,8349
835,Bursectomy,Bursectomy,6,1,835
8623,Nail removal,"Removal of nail, nail bed, or nail fold",6,1,8623
7911,Clos red-int fix humerus,"Closed reduction of fracture with internal fixation, humerus",6,1,7911
8229,Exc les sft tiss hnd NEC,Excision of other lesion of soft tissue of hand,5,1,8229
8021,Shoulder arthroscopy,"Arthroscopy, shoulder",5,1,8021
7691,Bone graft to face bone,Bone graft to facial bone,5,1,7691
2631,Partial sialoadenectomy,Partial sialoadenectomy,5,1,2631
5341,Opn rep umb hrn-grft NEC,Other and open repair of umbilical hernia with graft or prosthesis,5,1,5341
8661,Full-thick hand skin grf,Full-thickness skin graft to hand,5,1,8661
8585,Breast muscle flap graft,Muscle flap graft to breast,5,1,8585
2752,Suture of mouth lac NEC,Suture of laceration of other part of mouth,5,1,2752
3868,Leg artery excision,"Other excision of vessels, lower limb arteries",5,1,3868
7766,Loc exc bone les patella,"Local excision of lesion or tissue of bone, patella",5,1,7766
4852,Opn abdperneal resc rec,Open abdominoperineal resection of the rectum,5,1,4852
3865,Thoracic vessel excision,"Other excision of vessels, thoracic vessels",5,1,3865
5051,Auxiliary liver transpl,Auxiliary liver transplant,5,1,5051
5179,Bile duct repair NEC,Repair of other bile ducts,5,1,5179
5381,Diaphragmatic plication,Plication of the diaphragm,5,1,5381
7861,Remov imp dev-chest cage,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum]",5,1,7861
2501,Closed biopsy of tongue,Closed [needle] biopsy of tongue,5,1,2501
245,Alveoloplasty,Alveoloplasty,5,1,245
8541,Unilat simple mastectomy,Unilateral simple mastectomy,5,1,8541
3599,Other heart valve ops,Other operations on valves of heart,5,1,3599
7764,Loc exc les metacar/car,"Local excision of lesion or tissue of bone, carpals and metacarpals",5,1,7764
5682,Suture ureteral lacerat,Suture of laceration of ureter,5,1,5682
71,Rev hip repl-acetab comp,"Revision of hip replacement, acetabular component",5,1,71
3631,Open chest trans revasc,Open chest transmyocardial revascularization,5,1,3631
128,Intracereb cth-burr hole,Placement of intracerebral catheter(s) via burr hole(s),5,1,128
3889,Occlude leg vein NEC,"Other surgical occlusion of vessels, lower limb veins",5,1,3889
7762,Loc exc bone les humerus,"Local excision of lesion or tissue of bone, humerus",5,1,7762
2262,Exc max sinus lesion NEC,Excision of lesion of maxillary sinus with other approach,5,1,2262
8133,Refus oth cerv post/post,"Refusion of other cervical spine, posterior column, posterior technique",5,1,8133
9627,Manual reduction hernia,Manual reduction of hernia,5,1,9627
5196,Perc extrac com duc calc,Percutaneous extraction of common duct stones,5,1,5196
7678,Cl reduct facial fx NEC,Other closed reduction of facial fracture,5,1,7678
6449,Penile repair NEC,Other repair of penis,5,1,6449
8776,Retrogr cystourethrogram,Retrograde cystourethrogram,5,1,8776
8138,Refus lmb/lmbsc ant/post,"Refusion of lumbar and lumbosacral spine, anterior column, posterior technique",5,1,8138
4495,Lap gastric restric proc,Laparoscopic gastric restrictive procedure,5,1,4495
6859,Vag hysterectomy NEC/NOS,Other and unspecified vaginal hysterectomy,5,1,6859
1879,Plastic rep ext ear NEC,Other plastic repair of external ear,5,1,1879
3955,Reimplan aberr renal ves,Reimplantation of aberrant renal vessel,5,1,3955
4531,Oth excise duodenum les,Other local excision of lesion of duodenum,5,1,4531
1733,Lap right hemicolectomy,Laparoscopic right hemicolectomy,5,1,1733
303,Complete laryngectomy,Complete laryngectomy,5,1,303
5321,Unil femor hrn rep-grft,Unilateral repair of femoral hernia with graft or prosthesis,5,1,5321
5641,Partial ureterectomy,Partial ureterectomy,5,1,5641
2009,Myringotomy NEC,Other myringotomy,5,1,2009
4414,Closed gastric biopsy,Closed [endoscopic] biopsy of stomach,5,1,4414
127,Rem cath cranial cav/tis,Removal of catheter(s) from cranial cavity or tissue,5,1,127
9814,Remov intralum laryn FB,Removal of intraluminal foreign body from larynx without incision,5,1,9814
2252,Sphenoidotomy,Sphenoidotomy,5,1,2252
2279,Nasal sinus repair NEC,Other repair of nasal sinus,5,1,2279
859,Adjust lid position NEC,Other adjustment of lid position,5,1,859
5329,Unil femor hern rep NEC,Other unilateral femoral herniorrhaphy,5,1,5329
9751,Remov gastrostomy tube,Removal of gastrostomy tube,5,1,9751
3320,Thoracoscopc lung biopsy,Thoracoscopic lung biopsy,5,1,3320
3555,Pros rep ventrc def-clos,"Repair of ventricular septal defect with prosthesis, closed technique",5,1,3555
8407,Amputation thru humerus,Amputation through humerus,5,1,8407
688,Pelvic evisceration,Pelvic evisceration,5,1,688
8013,Oth arthrotomy-wrist,"Other arthrotomy, wrist",5,1,8013
5104,Cholecystotomy NEC,Other cholecystotomy,5,1,5104
8146,Collaterl lig repair NEC,Other repair of the collateral ligaments,5,1,8146
5789,Bladder repair NEC,Other repair of bladder,5,1,5789
3930,Suture of vessel NOS,Suture of unspecified blood vessel,5,1,3930
7791,Tot chest cage ostectomy,"Total ostectomy, scapula, clavicle, and thorax [ribs and sternum]",5,1,7791
427,Esophagomyotomy,Esophagomyotomy,5,1,427
1682,Repair eyeball rupture,Repair of rupture of eyeball,5,1,1682
379,Oth spinal thecal shunt,Other shunt of spinal theca,5,1,379
3762,Insrt non-impl circ dev,Insertion of temporary non-implantable extracorporeal circulatory assist device,5,1,3762
4024,Excise inguinal node,Excision of inguinal lymph node,5,1,4024
2109,Epistaxis control NEC,Control of epistaxis by other means,5,1,2109
8773,Intravenous pyelogram,Intravenous pyelogram,5,1,8773
5194,Revis bile tract anastom,Revision of anastomosis of biliary tract,5,1,5194
3171,Suture of tracheal lacer,Suture of laceration of trachea,5,1,3171
3164,Laryngeal fx repair,Repair of laryngeal fracture,5,1,3164
7309,Artif rupt membranes NEC,Other artificial rupture of membranes,5,1,7309
8897,Magnetic res image unsp,Magnetic resonance imaging of other and unspecified sites,5,1,8897
5652,Revis cutan ileoureteros,Revision of cutaneous uretero-ileostomy,5,1,5652
4059,Rad node dissection NEC,Radical excision of other lymph nodes,5,1,4059
8011,Oth arthrotomy-shoulder,"Other arthrotomy, shoulder",5,1,8011
3493,Repair of pleura,Repair of pleura,5,1,3493
7024,Vaginal biopsy,Vaginal biopsy,5,1,7024
6632,Bilat tubal division NEC,Other bilateral ligation and division of fallopian tubes,4,1,6632
7929,Open fx reduction NEC,"Open reduction of fracture without internal fixation, other specified bone",4,1,7929
489,Periph nerve inject NEC,"Injection of other agent, except neurolytic",4,1,489
8939,Nonoperative exams NEC,Other nonoperative measurements and examinations,4,1,8939
8212,Fasciotomy of hand,Fasciotomy of hand,4,1,8212
7973,Cl reduc disloc-wrist,Closed reduction of dislocation of wrist,4,1,7973
4995,Control anal hemorrhage,Control of (postoperative) hemorrhage of anus,4,1,4995
8113,Subtalar fusion,Subtalar fusion,4,1,8113
5979,Urin incontin repair NEC,Other repair of urinary stress incontinence,4,1,5979
8893,Mri spinal canal,Magnetic resonance imaging of spinal canal,4,1,8893
5733,Clos transureth bladd bx,Closed [transurethral] biopsy of bladder,4,1,5733
101,Cisternal puncture,Cisternal puncture,4,1,101
101,Conjunctiva incision NEC,Other incision of conjunctiva,4,1,101
700,Adrenal exploration NOS,"Exploration of adrenal field, not otherwise specified",4,1,700
7987,Open reduc-ankle disloc,Open reduction of dislocation of ankle,4,1,7987
9601,Insert nasopharyn airway,Insertion of nasopharyngeal airway,4,1,9601
4412,Gastroscopy thru stoma,Gastroscopy through artificial stoma,4,1,4412
700,Culdocentesis,Culdocentesis,4,1,700
7985,Open reduc-hip dislocat,Open reduction of dislocation of hip,4,1,7985
4210,Esophagostomy NOS,"Esophagostomy, not otherwise specified",4,1,4210
3472,Thoracostomy closure,Closure of thoracostomy,4,1,3472
7739,Bone division NEC,"Other division of bone, other bones",4,1,7739
5362,Lap incis hern repr-grft,Laparoscopic incisional hernia repair with graft or prosthesis,4,1,5362
3582,Total repair of tapvc,Total repair of total anomalous pulmonary venous connection,4,1,3582
5674,Ureteroneocystostomy,Ureteroneocystostomy,4,1,5674
8132,Refus oth cervcl ant/ant,"Refusion of other cervical spine, anterior column, anterior technique",4,1,8132
3426,Open mediastinal biopsy,Open mediastinal biopsy,4,1,3426
9230,Stereo radiosurgery NOS,"Stereotactic radiosurgery, not otherwise specified",4,1,9230
2241,Frontal sinusotomy,Frontal sinusotomy,4,1,2241
7109,Incis vulva/perineum NEC,Other incision of vulva and perineum,4,1,7109
4232,Local excis esophag NEC,Local excision of other lesion or tissue of esophagus,4,1,4232
8256,Transplant hand tend NEC,Other hand tendon transfer or transplantation,4,1,8256
8591,Aspiration of breast,Aspiration of breast,4,1,8591
3838,Leg artery resect/anast,"Resection of vessel with anastomosis, lower limb arteries",4,1,3838
4672,Duodenal fistula closure,Closure of fistula of duodenum,4,1,4672
8606,Insert infusion pump,Insertion of totally implantable infusion pump,4,1,8606
8246,Suture hand muscle/fasc,Suture of muscle or fascia of hand,4,1,8246
4879,Repair of rectum NEC,Other repair of rectum,4,1,4879
3691,Coron vess aneurysm rep,Repair of aneurysm of coronary vessel,4,1,3691
3862,Head/neck vessel excis,"Other excision of vessels, other vessels of head and neck",4,1,3862
7171,Suture vulvar laceration,Suture of laceration of vulva or perineum,4,1,7171
4258,Thorac interposition NEC,Intrathoracic esophageal anastomosis with other interposition,4,1,4258
5163,Common duct excis NEC,Other excision of common duct,4,1,5163
3427,Biopsy of diaphragm,Biopsy of diaphragm,4,1,3427
3591,Interat ven retrn transp,Interatrial transposition of venous return,4,1,3591
5302,Opn rep ind ing hern NEC,Other and open repair of indirect inguinal hernia,4,1,5302
6529,Local destr ova les NEC,Other local excision or destruction of ovary,4,1,6529
529,Other sympathectomy,Other sympathectomy and ganglionectomy,4,1,529
3847,Abd vein resect w replac,"Resection of vessel with replacement, abdominal veins",4,1,3847
8969,Coronary bld flow monit,Monitoring of coronary blood flow,4,1,8969
743,Adrenal vessel ligation,Ligation of adrenal vessels,4,1,743
8803,Abdominal wall sinogram,Sinogram of abdominal wall,4,1,8803
4515,Open small bowel biopsy,Open biopsy of small intestine,4,1,4515
214,Resection of nose,Resection of nose,4,1,214
214,Choroid plexectomy,Choroid plexectomy,4,1,214
7938,Open reduct-int fix toe,"Open reduction of fracture with internal fixation, phalanges of foot",4,1,7938
7853,Int fixation-radius/ulna,"Internal fixation of bone without fracture reduction, radius and ulna",4,1,7853
4499,Gastric operation NEC,Other operations on stomach,4,1,4499
781,Oth part excision thymus,Other partial excision of thymus,4,1,781
8375,Tendon trnsfr/transplant,Tendon transfer or transplantation,4,1,8375
480,Proctotomy,Proctotomy,4,1,480
480,Periph nerve inject NOS,"Peripheral nerve injection, not otherwise specified",4,1,480
743,Rem extratub ectop preg,Removal of extratubal ectopic pregnancy,4,1,743
5280,Pancreat transplant NOS,"Pancreatic transplant, not otherwise specified",4,1,5280
9903,Whole blood transfus NEC,Other transfusion of whole blood,4,1,9903
8342,Other tenonectomy,Other tenonectomy,4,1,8342
5675,Transureteroureterostomy,Transureteroureterostomy,4,1,5675
4676,Close lg bowel fistula,Closure of fistula of large intestine,4,1,4676
31,Intraspin nerve root div,Division of intraspinal nerve root,4,1,31
8036,Knee joint biopsy,"Biopsy of joint structure, knee",4,1,8036
31,CAS w CT/CTA,Computer assisted surgery with CT/CTA,4,1,31
8128,Interphalangeal fusion,Interphalangeal fusion,4,1,8128
4054,Radical groin dissection,Radical groin dissection,4,1,4054
8778,Ileal conduitogram,Ileal conduitogram,4,1,8778
1474,Mech vitrectomy NEC,Other mechanical vitrectomy,4,1,1474
